timestamp,coin,action,side,quantity,price,profit_target,stop_loss,leverage,confidence,pnl,balance_after,reason,confluence_tags,trigger_tags,reasoning_categories
2008-01-04T00:00:00+00:00,AAPL,ENTRY,short,58.82352941176473,6.43,6.1,6.6,3.0,0.75,0,873.8175539215686,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bearish MACD crossover and low RSI detected. Decisive short entry with tight protection. | TYPE A Phase 1 | Fees: $0.10,MACD_crossover;RSI_oversold,indicator_crossover,trend_following;mean_reversion
2008-01-07T00:00:00+00:00,AAPL,CLOSE,short,58.82352941176473,6.1,0,0,3.0,0,19.20907352941178,1019.1050588235294,"Take profit hit | TYPE A Phase 1 | Closed 58.8235, Remaining 0.0000 | Gross: $19.41 | Fees: $0.20",,,
2008-01-07T00:00:00+00:00,AAPL,ENTRY,short,30.878787878787872,6.34,5.93,6.67,5.0,0.8,0,979.8969186265597,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bearish MACD crossover and low RSI detected. Decisive short entry with tight protection. | TYPE A Phase 1 | Fees: $0.05,MACD_crossover;RSI_oversold,indicator_crossover,trend_following;mean_reversion
2008-01-14T00:00:00+00:00,AAPL,CLOSE,short,30.878787878787872,6.38,0,0,5.0,0,-1.343165515151516,1017.7080561417112,"Active-Guardian: Market is in Green Zone. Current price 6.38 is close to the entry price 6.34. The unrealized PnL is -1.24, and the current R multiple is -0.1212. Closing the position to limit further losses. | TYPE A Phase 1 | Closed 30.8788, Remaining 0.0000 | Gross: $-1.24 | Fees: $0.11",EMA_alignment;RSI_36;MACD_bearish,indicator_crossover;trend_strength,trend_following;mean_reversion
2008-01-15T00:00:00+00:00,AAPL,ENTRY,short,32.838709677419395,6.04,5.64,6.35,5.0,0.8,0,977.9843497546143,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 are above the current price, indicating a bearish trend. RSI14 is oversold at 27.75, and MACD is bearish. Volatility Ratio is 1.14, allowing for high-frequency trading. | TYPE A Phase 1 | Fees: $0.05",EMA_alignment;RSI_oversold;MACD_bearish,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-16T00:00:00+00:00,AAPL,CLOSE,short,32.838709677419395,5.64,0,0,5.0,0,13.0300059354839,1030.6835169804208,"Take profit hit | TYPE A Phase 1 | Closed 32.8387, Remaining 0.0000 | Gross: $13.14 | Fees: $0.11",,,
2008-01-16T00:00:00+00:00,AAPL,ENTRY,short,25.775000000000034,5.7,5.2,6.1,5.0,0.8,0,1001.2596146679208,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 alignment suggests a bearish trend. RSI14 is oversold, and MACD crossover is bearish. Volatility Ratio is 1.16, indicating high frequency and normal risk. | TYPE A Phase 1 | Fees: $0.04",EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-23T00:00:00+00:00,AAPL,CLOSE,short,25.775000000000034,5.2,0,0,5.0,0,12.810239437500018,1043.4533541054209,"Take profit hit | TYPE A Phase 1 | Closed 25.7750, Remaining 0.0000 | Gross: $12.89 | Fees: $0.08",,,
2008-01-23T00:00:00+00:00,AAPL,ENTRY,short,45.34782608695644,4.97,4.5,5.2,5.0,0.8,0,998.3156358336819,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 are bearishly aligned, and RSI14 is oversold at 15.83. MACD crossover is bearish, indicating a potential short opportunity. | TYPE A Phase 1 | Fees: $0.06",EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;oversold_bounce,trend_following;mean_reversion
2008-02-06T00:00:00+00:00,AAPL,CLOSE,short,45.34782608695644,4.5,0,0,5.0,0,21.19538118478256,1064.5867561488992,"Take profit hit | TYPE A Phase 1 | Closed 45.3478, Remaining 0.0000 | Gross: $21.31 | Fees: $0.12",,,
2008-02-06T00:00:00+00:00,AAPL,ENTRY,short,28.783783783783775,4.36,3.92,4.73,5.0,0.82,0,1039.452784932683,Active-Guardian: Market is in Green Zone. EMA20 and EMA50 are bearishly aligned. RSI14 is oversold at 16.66. MACD is bearish. Entry with tight stop loss. | TYPE A Phase 1 | Fees: $0.03,EMA_alignment;RSI_oversold;MACD_bearish,EMA_crossover;RSI_extremes,trend_following;mean_reversion
2008-02-08T00:00:00+00:00,AAPL,CLOSE,short,28.783783783783775,4.48,0,0,5.0,0,-3.5240274324324345,1061.02821695971,"Active-Guardian: Market is in Green Zone. Current price 4.48 is close to the entry price 4.36. The unrealized PnL is -3.45, and the current R multiple is -0.3243. Closing the position to limit further losses. | TYPE A Phase 1 | Closed 28.7838, Remaining 0.0000 | Gross: $-3.45 | Fees: $0.07",EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;support_bounce,trend_following;mean_reversion
2008-02-11T00:00:00+00:00,AAPL,ENTRY,long,27.921052631578952,4.62,5.24,4.24,5.0,0.82,0,1035.1936906307628,Active-Guardian: Market is in Green Zone. RSI14=30.02 indicates oversold conditions. MACD crossover is bullish. Entry with tight protection. | TYPE A Phase 1 | Fees: $0.04,RSI_oversold;MACD_crossover;EMA_alignment,indicator_crossover;oversold_bounce,mean_reversion;trend_following
2008-02-12T00:00:00+00:00,AAPL,CLOSE,long,27.921052631578952,4.46,0,0,5.0,0,-4.537087289473689,1056.455655972868,"Active-Guardian: Market is in Green Zone. Current price 4.46 is close to the entry price 4.62. The unrealized PnL is -4.47, and the current R multiple is -0.4211. Closing the position to limit further losses. | TYPE A Phase 1 | Closed 27.9211, Remaining 0.0000 | Gross: $-4.47 | Fees: $0.07",EMA_alignment;RSI_oversold;price_rejection,stop_loss_hit;unrealized_loss,risk_management;loss_limitation
2008-02-13T00:00:00+00:00,AAPL,ENTRY,short,58.666666666666764,4.62,4.2,4.8,5.0,0.8,0,1002.173119972868,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 alignment with RSI below 40 suggests a potential short opportunity. Volatility Ratio is 0.97, indicating a stable market environment. | TYPE A Phase 1 | Fees: $0.07",EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_reversal,trend_following;mean_reversion
2008-02-15T00:00:00+00:00,AAPL,CLOSE,short,58.666666666666764,4.45,0,0,5.0,0,9.827004000000011,1066.2081239728682,"Active-Guardian: Market is in Green Zone. Current price 4.45 is close to the entry price 4.62. The unrealized PnL is 9.97, and the current R multiple is 0.9444. Closing the position to lock in profits. | TYPE A Phase 1 | Closed 58.6667, Remaining 0.0000 | Gross: $9.97 | Fees: $0.15",EMA_alignment;RSI_undersold;MACD_crossover,price_rejection;support_bounce,trend_following;mean_reversion
2008-02-19T00:00:00+00:00,AAPL,ENTRY,short,41.000000000000036,4.36,3.92,4.62,5.0,0.82,0,1030.406964972868,Active-Guardian: Market is in Green Zone. EMA20/50 rejection and RSI14=28.88 suggest a short opportunity. Tight stop loss to limit risk. | TYPE A Phase 1 | Fees: $0.05,EMA_rejection;RSI_oversold,indicator_crossover,trend_following;mean_reversion
2008-02-20T00:00:00+00:00,AAPL,CLOSE,short,41.000000000000036,4.42,0,0,5.0,0,-2.5589944999999865,1063.599970472868,"Active-Guardian: Market is in Green Zone. Current price 4.42 is close to the entry price 4.36. The unrealized PnL is -2.46, and the current R multiple is -0.23076923076922945. Closing the position to limit further losses. | TYPE A Phase 1 | Closed 41.0000, Remaining 0.0000 | Gross: $-2.46 | Fees: $0.10",,stop_loss,risk_management
2008-02-21T00:00:00+00:00,AAPL,ENTRY,short,42.52,4.34,4.05,4.59,5.0,0.82,0,1026.6418628528681,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 are bearishly aligned, and RSI14 is oversold at 29.93. MACD crossover is bullish, but the trend strength score suggests a potential reversal. Entry with tight stop loss to limit risk. | TYPE A Phase 1 | Fees: $0.05",EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_reversal,trend_following;mean_reversion
2008-02-27T00:00:00+00:00,AAPL,CLOSE,short,42.52,4.39,0,0,5.0,0,-2.228079889999993,1061.3211429628682,"Active-Guardian: Market is in Green Zone. Current price 4.39 is close to the entry price 4.34. The unrealized PnL is -2.13, and the current R multiple is -0.20. Closing the position to limit further losses. | TYPE A Phase 1 | Closed 42.5200, Remaining 0.0000 | Gross: $-2.13 | Fees: $0.10",EMA_alignment;RSI_35;MACD_bullish,price_rejection;support_bounce,trend_following;mean_reversion
2008-02-28T00:00:00+00:00,AAPL,ENTRY,short,50.52380952380953,4.64,4.31,4.85,5.0,0.82,0,1014.3705793438205,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 alignment with RSI below 50, indicating potential short opportunity. Trend Strength Score is high, suggesting a strong downtrend. | TYPE A Phase 1 | Fees: $0.06",EMA_alignment;RSI_below_50;Trend_Strength,indicator_crossover;trend_following,trend_following;mean_reversion
2008-03-03T00:00:00+00:00,AAPL,CLOSE,short,50.52380952380953,4.31,0,0,5.0,0,16.548505416666675,1077.8051799985824,"Take profit hit | TYPE A Phase 1 | Closed 50.5238, Remaining 0.0000 | Gross: $16.67 | Fees: $0.12",,,
