timestamp,coin,action,side,quantity,price,profit_target,stop_loss,leverage,confidence,pnl,balance_after,reason,confluence_tags,trigger_tags,reasoning_categories
2022-01-04T00:00:00+00:00,GOLD,ENTRY,long,0.2732534595254254,1816.5960599999999,1850.0,1780.0,5.0,0.8,0,900.5852608405108,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bullish MACD crossover and EMA alignment detected. Decisive entry with tight protection. | TYPE A Phase 1 | Fees: $0.14,EMA_alignment;MACD_crossover,indicator_crossover,trend_following
2022-01-07T00:00:00+00:00,GOLD,CLOSE,long,0.2732534595254254,1795.4228600000001,0,0,5.0,0,-6.0570742323080164,993.8064181992543,"Active-Guardian: Current price 1797.4 is below entry price 1816.596. Unrealized PnL is -5.245. Closing to limit losses and re-evaluate market conditions. | TYPE A Phase 1 | Closed 0.2733, Remaining 0.0000 | Gross: $-5.79 | Fees: $0.27",price_below_entry,stop_loss_trigger,loss_limitation;risk_management
2022-01-11T00:00:00+00:00,GOLD,ENTRY,long,0.32589789953230014,1820.50035,1850.0,1790.0,5.0,0.82,0,874.9838134256461,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bullish MACD crossover and EMA alignment detected. Decisive entry with tight protection. | TYPE A Phase 1 | Fees: $0.16,MACD_crossover;EMA_alignment;Trend_Strength,indicator_crossover;trend_following,trend_following;mean_reversion
2022-01-14T00:00:00+00:00,GOLD,CLOSE,long,0.32589789953230014,1814.50185,0,0,5.0,0,-2.2806744353326818,991.3625870228768,"Active-Guardian: Current price 1816.5 is below entry price 1820.50035. Unrealized PnL is -1.3037. Closing to limit losses and re-evaluate market conditions. | TYPE A Phase 1 | Closed 0.3259, Remaining 0.0000 | Gross: $-1.95 | Fees: $0.33",,,risk_management
2022-01-19T00:00:00+00:00,GOLD,ENTRY,long,0.3928249784362452,1845.2275200000001,1865.0,1820.0,5.0,0.82,0,846.1929607203763,Active-Guardian: Market is in Green Zone. EMA20/50 alignment and MACD crossover suggest bullish momentum. RSI14=68.65 indicates potential for further upside. | TYPE A Phase 1 | Fees: $0.20,EMA_alignment;MACD_crossover;RSI_momentum,indicator_crossover;trend_continuation,trend_following;momentum_trading
2022-01-20T00:00:00+00:00,GOLD,CLOSE,long,0.3928249784362452,1840.57314,0,0,5.0,0,-2.226522228449979,988.9367306427196,"Active-Guardian: Closing current long position due to unrealized loss and recent losing streak. Re-evaluating market conditions. | TYPE A Phase 1 | Closed 0.3928, Remaining 0.0000 | Gross: $-1.83 | Fees: $0.40",,,risk_management;loss_limitation
2022-01-26T00:00:00+00:00,GOLD,ENTRY,long,0.45549441869654667,1831.7126700000001,1850.0,1810.0,5.0,0.82,0,821.8403089776634,Active-Guardian: Market is in Green Zone. EMA20 and EMA50 alignment with bullish MACD crossover. RSI14 at 54.93 indicates room for growth. Trend Strength Score of 0.88 supports long entry. | TYPE A Phase 1 | Fees: $0.23,EMA_alignment;MACD_crossover;RSI_momentum,indicator_crossover;trend_strength,trend_following;mean_reversion
2022-01-27T00:00:00+00:00,GOLD,CLOSE,long,0.45549441869654667,1808.009,0,0,5.0,0,-11.252804436855635,977.4544841089577,"Stop loss hit | TYPE A Phase 1 | Closed 0.4555, Remaining 0.0000 | Gross: $-10.80 | Fees: $0.46",,,
2022-02-14T00:00:00+00:00,GOLD,ENTRY,long,0.32185663510582735,1870.3551300000001,1900.0,1840.0,5.0,0.82,0,856.8916961826496,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA20/50 alignment and MACD crossover detected. Decisive entry with tight protection. | TYPE A Phase 1 | Fees: $0.17,EMA_alignment;MACD_crossover;RSI_bullish,indicator_crossover;trend_strength,trend_following;mean_reversion
2022-02-15T00:00:00+00:00,GOLD,CLOSE,long,0.32185663510582735,1853.05939,0,0,5.0,0,-5.896310236905972,971.3926276646881,"Active-Guardian: Current long position is underperforming with an unrealized loss of -4.91. Given the recent losing streak and market volatility, it's prudent to close the position and re-evaluate market conditions. | TYPE A Phase 1 | Closed 0.3219, Remaining 0.0000 | Gross: $-5.57 | Fees: $0.33",,,risk_management;loss_limitation
