timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2020-01-02T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA alignment and low volatility detected. Decisive entry with tight protection.,0.75,EMA_alignment;low_volatility,trend_following,trend_following
2020-01-03T00:00:00+00:00,AAPL,close,"Active-Guardian: Current position in AAPL is underwater with an unrealized loss. Given the bearish MACD crossover and the current price below EMA20 and EMA50, it's prudent to close the position and reassess market conditions.",0.75,MACD_crossover_bearish;price_below_EMA20;price_below_EMA50,stop_loss_trigger,trend_following;risk_management
2020-01-08T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bullish MACD crossover and price above EMA20 detected. Decisive entry with tight protection.,0.8,MACD_crossover;EMA_alignment,indicator_crossover,trend_following
2020-01-09T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding long position in AAPL. Current price is above EMA20 and EMA50, with a bullish MACD crossover. Trend Strength Score is 1.47, indicating a moderate trend. RSI14 is 79.10, which is near overbought levels but still in the green zone.",0.8,EMA_crossover;MACD_bullish;Trend_Strength,indicator_crossover,trend_following
2020-01-10T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding long position in AAPL. Current price is above EMA20 and EMA50, with a bullish MACD crossover. Trend Strength Score is 1.50, indicating a strong uptrend.",0.8,EMA_crossover;MACD_bullish;Trend_Strength,indicator_crossover,trend_following
2020-01-13T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding the current long position in AAPL. The price is above EMA20 and EMA50, and the MACD crossover is bullish. Trend Strength Score is 1.61, indicating a strong trend. RSI14 is 86.27, which is overbought but still in a bullish zone.",0.8,EMA_crossover;MACD_bullish;Trend_Strength,indicator_crossover,trend_following
2020-01-14T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding long position in AAPL. Current price is above EMA20 and EMA50, with a bullish MACD crossover. Trend Strength Score is 1.38, indicating a strong trend. RSI14 is 70.87, which is not overly extended.",0.8,EMA_alignment;MACD_crossover;Trend_Strength,indicator_crossover,trend_following
2020-01-15T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding AAPL long position due to bullish MACD crossover, price above EMA20 and EMA50, and Trend Strength Score of 1.20. Risk management in place with stop loss at 72.0.",0.8,MACD_crossover;EMA_alignment;Trend_Strength,indicator_crossover,trend_following
2020-01-16T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding the current long position in AAPL. The market is in the Green Zone, and the price is above EMA20 and EMA50. The bullish MACD crossover and RSI level suggest continued upside potential.",0.8,EMA_alignment;MACD_crossover;RSI_level,indicator_crossover,trend_following
2020-01-17T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding long position in AAPL. Current price is above EMA20 and EMA50, with a bullish MACD crossover. Trend Strength Score is 1.23, indicating a strong uptrend.",0.8,EMA_alignment;MACD_crossover;Trend_Strength,indicator_crossover;trend_following,trend_following;mean_reversion
2020-01-21T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding long position in AAPL. Current price is above EMA20 and EMA50, with a bullish MACD crossover. Trend Strength Score is 1.14, indicating a strong trend. Will continue to monitor and adjust stop loss as necessary.",0.8,EMA_crossover;MACD_bullish;Trend_Strength,indicator_crossover,trend_following
2020-01-22T00:00:00+00:00,AAPL,entry,"Active-Guardian: AAPL is in the Green Zone with a Volatility Ratio of 0.95. The bullish MACD crossover, EMA alignment, and RSI below 80 suggest a potential long entry. Trend Strength Score is 1.10, indicating a strong trend.",0.82,MACD_crossover;EMA_alignment;RSI_below_80,indicator_crossover;trend_following,trend_following;mean_reversion
2020-01-23T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding the current long position in AAPL. The market is in the Green Zone, and the trend strength score is 1.08, indicating a bullish trend. The MACD crossover is also bullish, and the RSI is at 72.50, which is not overbought. The position is currently profitable, and the stop loss is in place at 74.51.",0.82,EMA_alignment;MACD_crossover;RSI_not_overbought,trend_following,trend_following
2020-01-24T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The market is in the Green Zone with a volatility ratio of 0.95, indicating a high frequency and normal risk environment. The current price is above EMA20 and EMA50, with a bullish MACD crossover and a trend strength score of 1.01.",0.82,EMA_crossover;MACD_bullish,trend_following,trend_following
2020-01-27T00:00:00+00:00,AAPL,close,"Active-Guardian: Current position in AAPL is underwater with an unrealized loss. Given the bearish MACD crossover and the current price below EMA20 and EMA50, it's prudent to close the position and reassess market conditions.",0.82,MACD_crossover;EMA_rejection;RSI_momentum,indicator_crossover;support_bounce,trend_following;mean_reversion
2020-01-28T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. Bullish MACD crossover and price above EMA20 and EMA50. RSI14=61.13 indicates room for growth.,0.82,MACD_crossover;EMA_alignment;RSI_room,indicator_crossover;trend_continuation,trend_following;mean_reversion
2020-01-29T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. Price is above EMA20 and EMA50, with a bullish MACD crossover and RSI at 67.10, indicating a strong trend. Current unrealized PnL is $4.37, and the position is being managed according to the initial exit plan.",0.82,EMA_alignment;MACD_crossover;RSI_above_50,trend_following,trend_following
2020-01-30T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding long position in AAPL. Current price is above EMA20 and EMA50, with a bullish MACD crossover and RSI at 66.38. Trend Strength Score is 0.89, indicating a strong uptrend.",0.82,EMA_crossover;MACD_bullish;RSI_above_50,indicator_crossover,trend_following
2020-01-31T00:00:00+00:00,AAPL,close,"Active-Guardian: Current position in AAPL is underwater with an unrealized loss. Given the bearish MACD crossover and the current price below EMA20 and EMA50, it's prudent to close the position and reassess market conditions.",0.82,EMA_crossover;MACD_bearish,indicator_crossover,trend_following;mean_reversion
2020-02-04T00:00:00+00:00,AAPL,entry,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 alignment with RSI=56.84 suggests a potential long opportunity. Recent bearish MACD crossover may indicate a buying opportunity as the trend strength score is 0.37, indicating a potential reversal.",0.8,EMA_alignment;RSI_momentum;MACD_crossover,indicator_crossover;trend_reversal,trend_following;mean_reversion
2020-02-05T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. Price is above EMA20 and EMA50, with a bullish trend strength score. RSI is at 58.90, indicating a potential for further upside.",0.8,EMA_alignment;RSI_momentum;Trend_strength,price_above_ema;rsi_momentum,trend_following;mean_reversion
2020-02-06T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The market is in the Green Zone, and the current price is above EMA20 and EMA50. MACD is bullish, and RSI is at 61.75, indicating a potential for further upside.",0.8,EMA_alignment;MACD_bullish;RSI_above_50,trend_following,trend_following
2020-02-07T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The market is in the Green Zone, and the current price is above EMA20 and EMA50. MACD is bullish, and RSI is at 56.02, indicating a potential for further upside.",0.8,EMA_alignment;MACD_bullish;RSI_momentum,trend_following;mean_reversion,trend_following;mean_reversion
2020-02-10T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Current position in AAPL is profitable with an unrealized gain. Given the bullish MACD crossover and the current price above EMA20, it's prudent to hold the position and reassess market conditions.",0.8,EMA_crossover;MACD_bullish,indicator_crossover,trend_following
2020-02-11T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The price is above EMA20 and EMA50, and the RSI is at 55.09, indicating a potential for further upside. However, the bearish MACD crossover warrants caution.",0.8,EMA_alignment;RSI_momentum,trend_following,trend_following;mean_reversion
2020-02-12T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The market is in the Green Zone with a Volatility Ratio of 1.23, indicating high frequency and normal risk. The current price of 81.8 is above the EMA20 and EMA50, with a bullish MACD crossover and an RSI of 61.27. The trend strength score is 0.59, suggesting a moderate trend. Given the current market conditions and the position's unrealized profit, it's prudent to hold the position and adjust the stop loss as needed.",0.8,EMA_alignment;MACD_crossover;RSI_bullish,trend_following;mean_reversion,trend_following;mean_reversion
2020-02-13T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The market is in the Green Zone, indicating high frequency and normal risk. The current price is above EMA20 and EMA50, with a bullish MACD crossover and an RSI of 58.62, suggesting a potential continuation of the uptrend.",0.8,EMA_alignment;MACD_crossover;RSI_bullish,trend_following;mean_reversion,trend_following;mean_reversion
